frame_id,LEFT_EYE_WIDTH,RIGHT_EYE_WIDTH,LEFT_EYE_HEIGHT,RIGHT_EYE_HEIGHT,LEFT_PUPIL_DIAMETER,RIGHT_PUPIL_DIAMETER,participant,difficulty_level,difficulty_easy,difficulty_hard,difficulty_medium,ROLL,PITCH,YAW,LEFT_PUPIL_POS_X,LEFT_PUPIL_POS_Y,RIGHT_PUPIL_POS_X,RIGHT_PUPIL_POS_Y,LEFT_EYE_CENTER_X,LEFT_EYE_CENTER_Y,RIGHT_EYE_CENTER_X,RIGHT_EYE_CENTER_Y
1627049018186,34.52617127053236,36.28669213879584,11.783514292754262,12.2391201273731,9.219744682312012,8.944472312927246,participant_5,easy,1,0,0,-5.339335448112195,8.33813577438553,2.9491802248269052,54.0,99.0,140.0,92.0,55.05808718,100.05622748,141.34715048,93.74449914
1627049018252,34.624078161976286,36.67937487763811,11.604301905406828,12.334241817590735,8.60252571105957,9.545413970947266,participant_5,easy,1,0,0,-6.412861663160783,9.516869737631104,2.62861155878224,56.0,99.0,142.0,92.0,56.53246329,100.90675921,142.51723791,93.45671069
1627049018319,34.516949178418145,36.36094840639271,11.918023362290114,12.64846092229709,11.313908576965332,8.944472312927246,participant_5,easy,1,0,0,-5.828034873012001,9.151992036111537,2.2099650985981194,57.0,99.0,142.0,92.0,58.16456299,101.28297125,143.95391398,93.8726103
1627049018406,34.86767036552919,36.610958379176736,11.448712895980862,12.069141526902968,11.313908576965332,9.276481628417969,participant_5,easy,1,0,0,-5.094780313959319,9.61953834521922,2.033769800680791,58.0,99.0,145.0,94.0,59.17935735,100.66246337,145.26838164,94.99146726
1627049018467,34.85912732510589,36.34539414644496,11.468888518784295,12.121175175268943,12.041794776916504,9.276481628417969,participant_5,easy,1,0,0,-4.338470813049213,8.999682003717364,1.1413833363737758,58.0,96.0,144.0,92.0,58.50264971,97.02479625,144.60180663,92.80500249
1627049018494,34.85912732510589,36.557688816094014,11.468888518784295,11.942243344239614,13.892643928527832,8.610694885253906,participant_5,easy,1,0,0,-3.6170536207114594,9.274387331032495,2.179443454256013,57.0,94.0,142.0,91.0,57.56363107,95.84438315,144.60180663,92.80500249
1627049018616,34.386500839009386,36.14394229305617,10.71069169139264,11.15527231586384,8.689861297607422,9.219744682312012,participant_5,easy,1,0,0,-3.3291661516033173,7.857546723656288,2.199835420904077,53.0,93.0,140.0,90.0,54.16012625,94.38834465,141.18820843,90.89580639
1627049018652,33.89451323019239,35.32731116366085,10.102515186197706,10.456024288831031,10.630346298217772,8.246411323547363,participant_5,easy,1,0,0,-2.017456831270465,10.102311646689428,1.9736612602251535,54.0,96.0,140.0,94.0,55.79622618,97.10238038,141.11239586,95.62307448
1627049018728,34.75497322120559,35.953808914418005,11.10154072143814,11.523230568596771,7.615972995758057,8.944472312927246,participant_5,easy,1,0,0,-1.5088877942222325,8.765754175014699,2.054200250486538,56.0,96.0,143.0,95.0,57.41466812,96.61814171,143.58600849,96.61009045
1627049018796,34.75497322120559,35.87708894556272,11.10154072143814,11.678239297121763,8.062458038330078,8.544203758239746,participant_5,easy,1,0,0,0.4867245690975608,8.525724882228419,1.5291042640240051,56.0,93.0,143.0,95.0,57.7681356,94.53300096,143.58600849,96.61009045
1627049018874,34.52085218648422,35.840417154016905,9.940301580587402,10.469345641555265,8.310585021972656,8.544203758239746,participant_5,easy,1,0,0,0.7607688414896074,8.365358234818506,2.2396304939161324,56.0,95.0,142.0,98.0,57.78112387,96.74504663,143.74865139,99.2881434
1627049018937,34.613882449375524,36.17716867394665,10.435659526849122,10.96920321462676,9.000200271606445,8.610694885253906,participant_5,easy,1,0,0,1.3692239322196258,8.440781752405178,2.516949484020302,58.0,95.0,143.0,98.0,59.09610899,96.0363116,145.04985835,99.54818474
1627049019002,34.67928009567554,36.39306818062323,11.033356251718942,11.653689374201347,10.05007553100586,8.544203758239746,participant_5,easy,1,0,0,1.6017293707224098,7.807629106503395,2.9903427808712886,57.0,93.0,142.0,97.0,58.61806421,94.68906137,144.09626362,98.80727582
